"","Station","Pollutant","Period","Month","Ndays","Median","Pval","Pval_old"
"384","Chatham","O3","2020","December",23,22.125,0.7699,NA
"385","Chatham","PM25","2017-2019","January",67,6.33333333333333,0.8529,0.8862
"386","Chatham","PM25","2017-2019","February",60,6.25,0.9075,0.8897
"387","Chatham","PM25","2017-2019","March",66,5.72916666666667,0,1e-04
"388","Chatham","PM25","2017-2019","April",63,4.79166666666667,0.954,0.9409
"389","Chatham","PM25","2017-2019","May",69,5.25,0.0288,0.031
"390","Chatham","PM25","2017-2019","June",63,6.29166666666667,0.1663,0.1959
"391","Chatham","PM25","2017-2019","July",66,6.575,0.532,NA
"392","Chatham","PM25","2017-2019","August",68,7.02083333333333,0.7141,NA
"393","Chatham","PM25","2017-2019","September",62,6.125,0.9164,NA
"394","Chatham","PM25","2017-2019","October",68,4.4375,0.2111,NA
"395","Chatham","PM25","2017-2019","November",65,4.70833333333333,0.4597,NA
"396","Chatham","PM25","2017-2019","December",64,6.625,0.3997,NA
"397","Chatham","PM25","2020","January",23,5.91666666666667,0.51,0.5126
"398","Chatham","PM25","2020","February",20,5.3125,0.2375,0.2393
"399","Chatham","PM25","2020","March",22,7.8125,0.0772,0.0771
"400","Chatham","PM25","2020","April",22,4.9375,0.7838,0.7817
"401","Chatham","PM25","2020","May",21,5,0.6687,0.6713
"402","Chatham","PM25","2020","June",22,7.4375,0.2741,0.2693
"403","Chatham","PM25","2020","July",23,7.66666666666667,0.3481,NA
"404","Chatham","PM25","2020","August",21,5.25,0.0851,NA
"405","Chatham","PM25","2020","September",22,4.75,0.311,NA
"406","Chatham","PM25","2020","October",22,5.52083333333333,0.3843,NA
"407","Chatham","PM25","2020","November",21,5.91666666666667,0.5322,NA
"408","Chatham","PM25","2020","December",23,6.125,0.5551,NA
"409","Chatham","NO2","2017-2019","January",67,7.45833333333333,0.0053,0.0098
"410","Chatham","NO2","2017-2019","February",60,7.06041666666667,0.1293,0.1196
"411","Chatham","NO2","2017-2019","March",66,5.725,0.0115,0.0051
"412","Chatham","NO2","2017-2019","April",63,4.6375,0.0942,0.1006
"413","Chatham","NO2","2017-2019","May",69,4.53333333333333,0.2502,0.235
"414","Chatham","NO2","2017-2019","June",63,4.075,0,2e-04
"415","Chatham","NO2","2017-2019","July",66,4.23333333333333,2e-04,NA
"416","Chatham","NO2","2017-2019","August",68,3.97708333333333,0,NA
"417","Chatham","NO2","2017-2019","September",62,4.2875,0,NA
"418","Chatham","NO2","2017-2019","October",68,5.06666666666667,0.0021,NA
"419","Chatham","NO2","2017-2019","November",65,6.7875,0.0164,NA
"420","Chatham","NO2","2017-2019","December",64,7.56041666666667,0.311,NA
"421","Chatham","NO2","2020","January",23,8.99166666666667,0.2689,0.269
"422","Chatham","NO2","2020","February",20,5.825,0.0888,0.09
"423","Chatham","NO2","2020","March",22,5.69166666666667,0.9714,0.9732
"424","Chatham","NO2","2020","April",22,3.39791666666667,7e-04,8e-04
"425","Chatham","NO2","2020","May",21,3.79166666666667,0.1335,0.1397
"426","Chatham","NO2","2020","June",22,4.29375,0.665,0.6592
"427","Chatham","NO2","2020","July",23,3.52916666666667,0.2825,NA
"428","Chatham","NO2","2020","August",21,3.79047619047619,0.8346,NA
"429","Chatham","NO2","2020","September",22,3.85416666666667,0.6654,NA
"430","Chatham","NO2","2020","October",22,4.65138888888889,0.636,NA
"431","Chatham","NO2","2020","November",21,6.79166666666667,0.9284,NA
"432","Chatham","NO2","2020","December",23,7.79583333333333,0.9213,NA
"433","Cornwall","O3","2017-2019","January",68,26.3958333333333,0.7894,0.8168
"434","Cornwall","O3","2017-2019","February",60,31.0416666666667,0.6135,0.6442
"435","Cornwall","O3","2017-2019","March",66,35.8333333333333,0.1489,0.1997
"436","Cornwall","O3","2017-2019","April",63,35.2916666666667,0.0333,0.0329
"437","Cornwall","O3","2017-2019","May",69,32.375,1e-04,0
"438","Cornwall","O3","2017-2019","June",63,26.8095238095238,0.7475,0.7295
"439","Cornwall","O3","2017-2019","July",66,28.3333333333333,0.295,NA
"440","Cornwall","O3","2017-2019","August",68,25.2291666666667,0.9431,NA
"441","Cornwall","O3","2017-2019","September",62,20.9791666666667,0.122,NA
"442","Cornwall","O3","2017-2019","October",68,19.875,0.0639,NA
"443","Cornwall","O3","2017-2019","November",65,22.4166666666667,0.137,NA
"444","Cornwall","O3","2017-2019","December",64,23.5625,1e-04,NA
"445","Cornwall","O3","2020","January",23,24.375,0.4343,0.4241
"446","Cornwall","O3","2020","February",20,29.3541666666667,0.652,0.6522
"447","Cornwall","O3","2020","March",22,32.625,0.0205,0.0169
"448","Cornwall","O3","2020","April",22,33.4266304347826,0.2588,0.2606
"449","Cornwall","O3","2020","May",21,29.9130434782609,0.3374,0.3375
"450","Cornwall","O3","2020","June",22,31.3958333333333,0.0307,0.0311
"451","Cornwall","O3","2020","July",23,25.4782608695652,0.2761,NA
"452","Cornwall","O3","2020","August",21,21.2173913043478,0.0524,NA
"453","Cornwall","O3","2020","September",22,18.6875,0.3465,NA
"454","Cornwall","O3","2020","October",22,19.5833333333333,0.8402,NA
"455","Cornwall","O3","2020","November",21,26.4583333333333,0.039,NA
"456","Cornwall","O3","2020","December",23,21.875,0.3678,NA
"457","Cornwall","PM25","2017-2019","January",68,6.27083333333333,0.8573,0.8535
"458","Cornwall","PM25","2017-2019","February",60,6.29166666666667,0.0908,0.0681
"459","Cornwall","PM25","2017-2019","March",66,4.83333333333333,0.1585,0.1739
"460","Cornwall","PM25","2017-2019","April",63,4.125,0.5239,0.565
"461","Cornwall","PM25","2017-2019","May",69,4.75,0.0358,0.0379
"462","Cornwall","PM25","2017-2019","June",63,4.66666666666667,0.002,0.0035
"463","Cornwall","PM25","2017-2019","July",61,6.91666666666667,0.1031,NA
"464","Cornwall","PM25","2017-2019","August",68,6.625,0.0061,NA
"465","Cornwall","PM25","2017-2019","September",62,4.70833333333333,0,NA
"466","Cornwall","PM25","2017-2019","October",67,4.58333333333333,0.8773,NA
"467","Cornwall","PM25","2017-2019","November",65,4.29166666666667,0.7509,NA
"468","Cornwall","PM25","2017-2019","December",64,5.35416666666667,0.1437,NA
"469","Cornwall","PM25","2020","January",23,4.875,0.3151,0.3173
"470","Cornwall","PM25","2020","February",20,5.95833333333333,0.6904,0.6884
"471","Cornwall","PM25","2020","March",22,5.72916666666667,0.1626,0.147
"472","Cornwall","PM25","2020","April",22,5.1875,0.0404,0.0465
"473","Cornwall","PM25","2020","May",20,5.27083333333333,0.2285,0.2187
"474","Cornwall","PM25","2020","June",22,7.25,0.0013,0.0021
"475","Cornwall","PM25","2020","July",23,5.41666666666667,0.1352,NA
"476","Cornwall","PM25","2020","August",21,4.04166666666667,0.0039,NA
"477","Cornwall","PM25","2020","September",22,3.79166666666667,0.1462,NA
"478","Cornwall","PM25","2020","October",22,3.91666666666667,0.3295,NA
"479","Cornwall","PM25","2020","November",21,5.70833333333333,0.1097,NA
"480","Cornwall","PM25","2020","December",23,4.625,0.5289,NA
"481","Cornwall","NO2","2017-2019","January",68,6.87916666666667,0.2323,0.2503
"482","Cornwall","NO2","2017-2019","February",60,7.46666666666667,0.9945,0.9955
"483","Cornwall","NO2","2017-2019","March",66,5.25,0.7447,0.7447
"484","Cornwall","NO2","2017-2019","April",63,3.35,0.0728,0.048
"485","Cornwall","NO2","2017-2019","May",69,3.05833333333333,0.3986,0.4404
"486","Cornwall","NO2","2017-2019","June",63,2.625,0.0052,0.005
"487","Cornwall","NO2","2017-2019","July",66,2.33333333333333,0.6351,NA
"488","Cornwall","NO2","2017-2019","August",68,2.36458333333333,0.368,NA
"489","Cornwall","NO2","2017-2019","September",62,2.94791666666667,0.705,NA
"490","Cornwall","NO2","2017-2019","October",68,3.875,0.0703,NA
"491","Cornwall","NO2","2017-2019","November",65,4.66666666666667,0.6216,NA
"492","Cornwall","NO2","2017-2019","December",64,6.66666666666667,0.0019,NA
"493","Cornwall","NO2","2020","January",23,6.87391304347826,0.9695,0.9753
"494","Cornwall","NO2","2020","February",20,6.51875,0.4412,0.4347
"495","Cornwall","NO2","2020","March",22,5.3106884057971,0.8937,0.8951
"496","Cornwall","NO2","2020","April",22,2.94438405797101,0.5036,0.5074
"497","Cornwall","NO2","2020","May",21,3.1125,0.8374,0.8302
"498","Cornwall","NO2","2020","June",22,3.05833333333333,0.0799,0.0759
"499","Cornwall","NO2","2020","July",23,3.04583333333333,0.0069,NA
"500","Cornwall","NO2","2020","August",21,2.16666666666667,0.43,NA
"501","Cornwall","NO2","2020","September",22,2.22454710144928,0.2022,NA
"502","Cornwall","NO2","2020","October",22,3.7758152173913,0.8589,NA
"503","Cornwall","NO2","2020","November",21,4.7375,0.7709,NA
"504","Cornwall","NO2","2020","December",23,4.77916666666667,0.1684,NA
"505","Grand_Bend","O3","2017-2019","January",68,29.0416666666667,0.0173,0.0239
"506","Grand_Bend","O3","2017-2019","February",60,34.0208333333333,0.277,0.304
"507","Grand_Bend","O3","2017-2019","March",66,39.1125,0.0492,0.0542
"508","Grand_Bend","O3","2017-2019","April",63,36.6666666666667,2e-04,5e-04
"509","Grand_Bend","O3","2017-2019","May",69,35.8333333333333,0.3978,0.441
"510","Grand_Bend","O3","2017-2019","June",63,33.7083333333333,0.8799,0.8847
"511","Grand_Bend","O3","2017-2019","July",65,32.5555555555556,0.658,NA
"512","Grand_Bend","O3","2017-2019","August",67,30.8333333333333,0.5103,NA
"513","Grand_Bend","O3","2017-2019","September",62,25.625,0.129,NA
"514","Grand_Bend","O3","2017-2019","October",68,25.2291666666667,0.5488,NA
"515","Grand_Bend","O3","2017-2019","November",65,25.5,0.3616,NA
"516","Grand_Bend","O3","2017-2019","December",64,26.6041666666667,0.1135,NA
"517","Grand_Bend","O3","2020","January",23,30.0416666666667,0.5516,0.541
"518","Grand_Bend","O3","2020","February",20,36.9583333333333,0.0761,0.0786
"519","Grand_Bend","O3","2020","March",22,32.5416666666667,2e-04,2e-04
"520","Grand_Bend","O3","2020","April",22,36.9782608695652,0.7972,0.791
"521","Grand_Bend","O3","2020","May",21,35.7916666666667,0.8864,0.893
"522","Grand_Bend","O3","2020","June",22,37.6875,0.153,0.1567
"523","Grand_Bend","O3","2020","July",23,29.7916666666667,0.37,NA
"524","Grand_Bend","O3","2020","August",21,24.5833333333333,0.003,NA
"525","Grand_Bend","O3","2020","September",22,26.5,0.8075,NA
"526","Grand_Bend","O3","2020","October",22,24.4538043478261,0.5907,NA
"527","Grand_Bend","O3","2020","November",21,27.875,0.1432,NA
"528","Grand_Bend","O3","2020","December",23,25.375,0.4125,NA
"529","Grand_Bend","PM25","2017-2019","January",68,5.33333333333333,0.5519,0.5812
"530","Grand_Bend","PM25","2017-2019","February",59,5.875,0.5537,0.5557
"531","Grand_Bend","PM25","2017-2019","March",64,4.16666666666667,0.0022,0.0056
"532","Grand_Bend","PM25","2017-2019","April",63,3.75,0.1049,0.0868
"533","Grand_Bend","PM25","2017-2019","May",69,3.83333333333333,3e-04,3e-04
"534","Grand_Bend","PM25","2017-2019","June",63,3.125,0.0139,0.02
"535","Grand_Bend","PM25","2017-2019","July",65,4.73913043478261,0.3914,NA
"536","Grand_Bend","PM25","2017-2019","August",68,5.02083333333333,0.0702,NA
"537","Grand_Bend","PM25","2017-2019","September",62,3.77083333333333,0.0215,NA
"538","Grand_Bend","PM25","2017-2019","October",68,3.58333333333333,0.9443,NA
"539","Grand_Bend","PM25","2017-2019","November",64,4.54166666666667,0.6613,NA
"540","Grand_Bend","PM25","2017-2019","December",64,5.48822463768116,0.2564,NA
"541","Grand_Bend","PM25","2020","January",22,5.16666666666667,0.8891,0.8368
"542","Grand_Bend","PM25","2020","February",20,4,0.0189,0.0224
"543","Grand_Bend","PM25","2020","March",22,4.5625,0.5683,0.5787
"544","Grand_Bend","PM25","2020","April",22,4.16666666666667,0.5638,0.5555
"545","Grand_Bend","PM25","2020","May",21,3.75,0.7068,0.7078
"546","Grand_Bend","PM25","2020","June",22,4.35416666666667,0.1701,0.171
"547","Grand_Bend","PM25","2020","July",23,4.25,0.5329,NA
"548","Grand_Bend","PM25","2020","August",21,2.95238095238095,0.0267,NA
"549","Grand_Bend","PM25","2020","September",21,2.875,0.2985,NA
"550","Grand_Bend","PM25","2020","October",22,3,0.5739,NA
"551","Grand_Bend","PM25","2020","November",21,4.54166666666667,0.9089,NA
"552","Grand_Bend","PM25","2020","December",23,5.04166666666667,0.7104,NA
"553","Grand_Bend","NO2","2017-2019","January",68,4.27083333333333,0.6865,0.6537
"554","Grand_Bend","NO2","2017-2019","February",60,4.2375,0.405,0.43
"555","Grand_Bend","NO2","2017-2019","March",66,2.425,0.2511,0.2582
"556","Grand_Bend","NO2","2017-2019","April",63,2.5,0.4991,0.4667
"557","Grand_Bend","NO2","2017-2019","May",69,2.5,0,0
"558","Grand_Bend","NO2","2017-2019","June",63,2.25,0.1811,0.2074
"559","Grand_Bend","NO2","2017-2019","July",65,2.69166666666667,0.12,NA
"560","Grand_Bend","NO2","2017-2019","August",68,2.14047619047619,3e-04,NA
"561","Grand_Bend","NO2","2017-2019","September",62,2.12946428571429,0.0168,NA
"562","Grand_Bend","NO2","2017-2019","October",68,2.36875,0.0044,NA
"563","Grand_Bend","NO2","2017-2019","November",65,3.08333333333333,0.3316,NA
"564","Grand_Bend","NO2","2017-2019","December",64,3.22119565217391,0.1495,NA
"565","Grand_Bend","NO2","2020","January",23,2.21739130434783,0.0228,0.0243
"566","Grand_Bend","NO2","2020","February",20,1.49547101449275,0,2e-04
"567","Grand_Bend","NO2","2020","March",22,2.4570652173913,0.9401,0.9439
"568","Grand_Bend","NO2","2020","April",22,1.52626811594203,0.0156,0.0141
"569","Grand_Bend","NO2","2020","May",21,2.55,0.7647,0.7717
"570","Grand_Bend","NO2","2020","June",22,2.85,0.152,0.1549
"571","Grand_Bend","NO2","2020","July",23,2.36666666666667,0.3407,NA
"572","Grand_Bend","NO2","2020","August",21,1.67083333333333,0.1383,NA
"573","Grand_Bend","NO2","2020","September",22,1.60896739130435,0.0848,NA
"574","Grand_Bend","NO2","2020","October",22,1.6848731884058,0.0428,NA
"575","Grand_Bend","NO2","2020","November",21,2.89166666666667,0.7553,NA
"576","Grand_Bend","NO2","2020","December",23,3.02916666666667,0.7958,NA
"577","Guelph","O3","2017-2019","January",68,25.2291666666667,0.7455,0.7327
"578","Guelph","O3","2017-2019","February",60,29.25,0.9133,0.8906
"579","Guelph","O3","2017-2019","March",66,34.6875,0.7212,0.6913
"580","Guelph","O3","2017-2019","April",63,33.9166666666667,0.0724,0.0805
"581","Guelph","O3","2017-2019","May",69,33.5416666666667,1e-04,1e-04
"582","Guelph","O3","2017-2019","June",63,31.8333333333333,0.0644,0.0684
"583","Guelph","O3","2017-2019","July",66,29.9375,0.1731,NA
"584","Guelph","O3","2017-2019","August",68,27.6458333333333,0.7866,NA
"585","Guelph","O3","2017-2019","September",62,22.4375,0.2808,NA
"586","Guelph","O3","2017-2019","October",68,20.4375,0.0026,NA
"587","Guelph","O3","2017-2019","November",65,21.2916666666667,0.7296,NA
"588","Guelph","O3","2017-2019","December",64,21.8541666666667,0.0126,NA
"589","Guelph","O3","2020","January",23,24.4782608695652,0.6234,0.6348
"590","Guelph","O3","2020","February",20,28.6458333333333,0.7805,0.7661
"591","Guelph","O3","2020","March",22,26.3541666666667,0,0
"592","Guelph","O3","2020","April",22,34.9583333333333,0.4993,0.496
"593","Guelph","O3","2020","May",21,33,0.8255,0.8331
"594","Guelph","O3","2020","June",22,35.1458333333333,0.0534,0.053
"595","Guelph","O3","2020","July",23,26.0416666666667,0.0691,NA
"596","Guelph","O3","2020","August",21,23.75,0.0774,NA
"597","Guelph","O3","2020","September",22,22.6458333333333,0.8066,NA
"598","Guelph","O3","2020","October",22,21.3396739130435,0.5541,NA
"599","Guelph","O3","2020","November",21,24.6666666666667,0.0908,NA
"600","Guelph","O3","2020","December",23,23.875,0.4507,NA
"601","Guelph","PM25","2017-2019","January",68,6.33333333333333,0.7874,0.7835
"602","Guelph","PM25","2017-2019","February",60,6.875,0.7483,0.7145
"603","Guelph","PM25","2017-2019","March",66,4.8125,0.0161,0.0115
"604","Guelph","PM25","2017-2019","April",63,5.45833333333333,0.8606,0.8173
"605","Guelph","PM25","2017-2019","May",69,6.58333333333333,0.0023,0.0044
"606","Guelph","PM25","2017-2019","June",63,5.75,0.1881,0.1806
"607","Guelph","PM25","2017-2019","July",66,7.52083333333333,0.4744,NA
"608","Guelph","PM25","2017-2019","August",68,7.375,0.0317,NA
"609","Guelph","PM25","2017-2019","September",62,5.70833333333333,0.0771,NA
"610","Guelph","PM25","2017-2019","October",67,4.91666666666667,0.6238,NA
"611","Guelph","PM25","2017-2019","November",65,5.54166666666667,0.346,NA
"612","Guelph","PM25","2017-2019","December",64,7.60416666666667,0.4986,NA
"613","Guelph","PM25","2020","January",23,7,0.6489,0.6503
"614","Guelph","PM25","2020","February",20,3.29166666666667,0.0106,0.0117
"615","Guelph","PM25","2020","March",22,6.20833333333333,0.3633,0.3695
"616","Guelph","PM25","2020","April",22,5.77083333333333,0.8448,0.8379
"617","Guelph","PM25","2020","May",21,4.83333333333333,0.2296,0.2629
"618","Guelph","PM25","2020","June",22,8.10416666666667,0.0209,0.0199
"619","Guelph","PM25","2020","July",23,6.08333333333333,0.293,NA
"620","Guelph","PM25","2020","August",21,5,0.0843,NA
"621","Guelph","PM25","2020","September",22,6.24431818181818,0.7236,NA
"622","Guelph","PM25","2020","October",22,5.5,0.708,NA
"623","Guelph","PM25","2020","November",21,7.75,0.1645,NA
"624","Guelph","PM25","2020","December",23,6.83333333333333,0.7298,NA
"625","Guelph","NO2","2017-2019","January",68,7.52708333333333,0.1936,0.1392
"626","Guelph","NO2","2017-2019","February",60,8.35208333333333,0.1579,0.1478
"627","Guelph","NO2","2017-2019","March",66,4.50208333333333,0.1944,0.1665
"628","Guelph","NO2","2017-2019","April",63,4.83333333333333,0.0227,0.0185
"629","Guelph","NO2","2017-2019","May",69,4.35833333333333,0.194,0.2289
"630","Guelph","NO2","2017-2019","June",63,3.58333333333333,0.9533,0.9599
"631","Guelph","NO2","2017-2019","July",66,3.41041666666667,0.2105,NA
"632","Guelph","NO2","2017-2019","August",68,3.42083333333333,6e-04,NA
"633","Guelph","NO2","2017-2019","September",62,5.03125,0.0278,NA
"634","Guelph","NO2","2017-2019","October",68,5.78333333333333,0.2795,NA
"635","Guelph","NO2","2017-2019","November",65,7.07083333333333,0.5621,NA
"636","Guelph","NO2","2017-2019","December",64,6.76041666666667,0.9702,NA
"637","Guelph","NO2","2020","January",23,7.55416666666667,0.9325,0.9269
"638","Guelph","NO2","2020","February",20,4.98125,0.0247,0.0242
"639","Guelph","NO2","2020","March",22,6.3625,0.2343,0.2391
"640","Guelph","NO2","2020","April",22,3.78478260869565,0.042,0.0464
"641","Guelph","NO2","2020","May",21,3.42083333333333,0.0996,0.0962
